model,degradation,level,variant,n,accuracy,balanced_acc,f1_macro,kappa_qw,acc_ci_lo,acc_ci_hi,kappa_ci_lo,kappa_ci_hi,recall_c0,recall_c1,recall_c2,recall_c3,recall_c4
efficientnet_b3,noise,low,genai,440,0.05454545454545454,0.2009259259259259,0.021974609000796622,0.012966850873171065,0.03409090909090909,0.07727272727272727,0.003802846171872526,0.024549900629259495,0.004629629629629629,0.0,0.0,1.0,0.0
efficientnet_b3,noise,low,cold_diff,440,0.05454545454545454,0.2009259259259259,0.021974609000796622,0.005888172977147166,0.03409090909090909,0.07727272727272727,-0.008948155444277833,0.019586138233070437,0.004629629629629629,0.0,0.0,1.0,0.0
efficientnet_b3,noise,low,swinir_gan,440,0.05227272727272727,0.2,0.019913419913419914,0.0019807041083637067,0.03409090909090909,0.075,0.0,0.006618678576365818,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,low,ddpm,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.03409090909090909,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,low,ddpm_path,440,0.05454545454545454,0.2009259259259259,0.021756737885770143,0.0029694197657988974,0.03409090909090909,0.07727272727272727,0.0,0.009909066519919319,0.004629629629629629,0.0,0.0,1.0,0.0
efficientnet_b3,noise,mid,raw,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,mid,clahe,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,mid,genai,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,mid,cold_diff,440,0.05,0.18280193236714976,0.02754757075243891,0.017788495142238014,0.031818181818181815,0.07051136363636358,-0.01769776166328531,0.05081605504273218,0.0,0.044444444444444446,0.0,0.8695652173913043,0.0
efficientnet_b3,noise,mid,swinir_gan,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficientnet_b3,noise,mid,ddpm,440,0.05227272727272727,0.2,0.019870410367170625,0.0,0.031818181818181815,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0
