degradation,level,id_code,raw_psnr,raw_ssim,clahe_psnr,clahe_ssim,genai_psnr,genai_ssim,cold_diff_psnr,cold_diff_ssim,swinir_gan_psnr,swinir_gan_ssim,ddpm_psnr,ddpm_ssim,ddpm_path_psnr,ddpm_path_ssim
exposure,mid,3ddb86eb530e,16.368929087556438,0.6139033,21.176826769073234,0.84481525,16.334426045412133,0.5914151,25.017319958488088,0.88220805,17.570095835876103,0.50964487,9.194254847470306,0.024089174,16.39645475074559,0.5528123
exposure,mid,e2856afe62c5,11.716504868659781,0.68743324,13.190654034616191,0.5710935,11.761571140281726,0.67251605,20.98929200478985,0.85312814,15.322351524231275,0.66928583,8.13960564472196,0.02174534,11.850679407457129,0.6751914
exposure,mid,77e15f213b04,13.029241691764593,0.77618855,15.024779306246622,0.45654142,13.047805007589691,0.7716668,22.18944317159479,0.91194123,16.499612428905575,0.82277757,7.413557966582642,0.01650685,13.259524399343395,0.7711396
exposure,mid,3de8ad4151e1,14.465738857665176,0.63058704,16.911759253490818,0.69560283,14.506623078991858,0.6492775,23.50628820199229,0.86079973,24.910090137955464,0.7863655,8.42165327709721,0.020206414,14.689950222784061,0.59806615
exposure,mid,6363b360aefb,13.546785742861783,0.6444195,15.691682270205893,0.7098508,13.609733412760256,0.655517,22.445101099115053,0.85836965,24.094177277335056,0.808505,8.511686512668746,0.022372099,13.653484258058787,0.627142
exposure,mid,1d14dd912671,13.588795515413029,0.64724797,15.432015733064892,0.71176004,13.6549439719434,0.6664467,22.44403697604431,0.8611224,22.122234790661537,0.78003246,8.143474365426469,0.019735554,13.729033303429148,0.6156178
exposure,mid,6e018411ba4a,13.338129724633692,0.58555394,17.801244381232433,0.80504394,13.312476214321173,0.55471134,22.18977370541434,0.86345196,13.341988966708884,0.53764933,11.137182183762446,0.034546886,13.473229004598362,0.5462142
exposure,mid,28f98cfe3858,13.35504022063616,0.6632947,15.923261328098663,0.7193909,13.44068611680665,0.6674044,22.214861048996305,0.8905797,23.09663528335724,0.8012139,9.199026121270318,0.02643692,13.534481937866206,0.65825534
exposure,mid,7831ce1d895e,11.648464240355532,0.61339635,13.636855743730758,0.65661734,11.649245745552657,0.60674536,20.581843321759635,0.8307468,20.647848559089127,0.7385747,9.045256690117533,0.02638998,11.673378225666927,0.59411675
exposure,mid,4dd14c380696,16.78316880266191,0.81687945,19.339506630097546,0.40074673,16.789024514225364,0.80829734,25.621972783323592,0.9183913,23.3993549719343,0.8342808,6.929589550717967,0.013279833,17.263919390147006,0.8168251
exposure,mid,58184d6fd087,11.114760039798526,0.62879497,12.768724582099066,0.69450575,11.129406673506804,0.652699,20.457780279376298,0.8688291,14.541736225224904,0.68328744,8.725423993666166,0.023228673,11.296968411737502,0.63705415
exposure,mid,3c326543fff6,12.454737765305646,0.77373177,14.472057623411505,0.4563603,12.469751089971009,0.7637832,21.848205076216153,0.9119739,14.954121151881454,0.8036227,7.41419447412619,0.015932439,12.639496844885446,0.76614
exposure,mid,81d79d53ed7b,15.62717083158872,0.63002205,20.21177662855586,0.83184403,15.66404680462294,0.62147576,24.384750710294437,0.90163344,15.623102783633323,0.60973126,10.066731470623507,0.028807031,15.636728650171644,0.57644033
exposure,mid,e01b7bac822b,15.47973519268966,0.70432204,17.690245739084894,0.5055641,15.41989965299103,0.70282155,24.421570940335116,0.8504405,23.84895638778339,0.70007986,7.674895693060472,0.01770611,15.713894533897388,0.6960992
exposure,mid,3730c322d35b,12.285129217105645,0.6345913,14.301678003147849,0.5962503,12.279730487844184,0.6501401,21.518154838939445,0.8317144,24.88115370335261,0.7839368,8.479623251544782,0.02174689,12.360895149120603,0.62078124
exposure,mid,ac1667fac512,13.259984491661292,0.6797927,15.457736133920218,0.51518077,13.246633631355325,0.6816245,22.441128922899402,0.8366871,28.03536023626758,0.7416108,8.07760094070299,0.020031968,13.346629256230605,0.6652644
exposure,mid,b835b6e31a59,12.612718476474692,0.61826736,14.821390088336502,0.5834216,12.583392293280308,0.63396233,21.774269179067257,0.8068631,26.18812665319455,0.76572925,8.204972376184564,0.021418445,12.666931396916027,0.59543973
exposure,mid,657859f893d9,14.00093968379524,0.63866657,16.898016745595427,0.7215894,14.095131578658362,0.6422968,22.829225538178918,0.86351746,16.05714668621292,0.60171944,9.37840430878926,0.026842162,14.247461593615347,0.64093596
exposure,mid,c9d42d7534e0,14.31043399267914,0.61354846,17.20660453290314,0.73880225,14.345542482590973,0.6218005,23.096009488164107,0.8479998,23.1277450236483,0.7888965,8.993108329082853,0.02326116,14.470164731050259,0.5932803
exposure,mid,c6e1e9fbf39b,13.594790678975455,0.61407346,16.057113735460618,0.67537373,13.612766553521762,0.6273343,22.590935757829374,0.84134173,25.197561015635344,0.78578854,8.536574573769569,0.02092612,13.751827168852262,0.57574695
exposure,mid,3cdda8b3df19,14.403190538652517,0.62771535,16.572155875887145,0.6903977,14.443478406621109,0.63911146,23.406752742339467,0.8617821,26.239905315982238,0.82602644,8.284288396974935,0.020895526,14.551223138520195,0.56818867
exposure,mid,7c2f820a6425,13.773128681910187,0.62257457,16.561240911011843,0.7602865,13.821553642897776,0.63172483,22.609560462670455,0.8656427,25.502228190860556,0.8197802,9.120698714262401,0.025831893,13.903257386687148,0.60481435
exposure,mid,4a7dc013e802,22.840059821767497,0.64260644,27.67668770457744,0.9058091,22.67010813648449,0.5881048,31.80396151954458,0.93647265,26.044397204832038,0.68480253,7.320469451899375,0.014830698,22.805649578393595,0.53753734
exposure,mid,2cbfc6182ba2,13.80249132460433,0.6460249,16.609989809745695,0.6794264,13.874278589920301,0.63865465,22.56278116737638,0.86306185,16.54542023923662,0.61483693,9.366493510119913,0.02615119,14.00298951844926,0.6394695
exposure,mid,8ac0c44bbf24,14.961310894936313,0.6115976,18.272399137897754,0.7625684,15.017461983805857,0.6161458,23.89521429125704,0.8531763,18.75006412054645,0.6604085,9.109161319558952,0.024462232,15.248676852055924,0.6097496
